text,label
"Is this the video that started the whole ""got my dick stuck in an elevator""  excuse thing? ﻿",0
(( rapid facebook )) the free version of all colors and is characterized by  fast and beauty download now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,1
shuffle!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
:-D ♪♪♪ This is my favorite song ♥﻿,0
hey guys im 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me:)﻿,1
https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿,1
Check out this video on YouTube:﻿,1
Is that tiger called 'Katty Purry'?﻿,0
EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS﻿,1
subscribe to itz recaps and above diddle﻿,1
i like this steps...﻿,0
everyday I&#39;m shufflin﻿,0
like this comment if your watching in 2015 or 2016﻿,1
Laughing My Fucking Ass Off!!!﻿,0
You gotta say its funny. well not 2 billion worth funny but still. It  clicked and everything went uphill. At least you don't have JB's shit on  #1.﻿,0
Yeah! Let&#39;s start the party!﻿,0
"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ﻿",1
😫😓😏😪😔😖😌😭😎😚😘😙😗😋😝😜😛😍😒😞😷😶😵😳😲😱😟😰😩😨😧😦😥😤😣😮😴😢😡😠😬😕😑😐😯😉😈😇😆😅😄😃😂😁😀😊☺  every single types of face on earth﻿,0
"blue eyes, can't be trusted.  uranus bless america.﻿",0
Nice﻿,0
Let get this video to one billion views﻿,0
"When I hear Katy singing this, I cry. The song has got depth.﻿",0
"Hello all 29.24% earth population of the world, hope your having a great  day :)﻿",0
"HAHAA THIS DANCE IS TIGHTTTT<br /><br />I know y&#39;all &quot;…ain&#39;t got time for MY demo man&quot;  but check out some of my stuff<br /><br />Slappers on slappers on bangers! Click that link below to peep game! ENJOY. <br /><br /><a href=""https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk"">https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk</a>﻿",1
Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿,0
I shuffled while listening to this song. THE ILLNESS IS SPREADING!!﻿,0
http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1
Nezo and Ed<br />Like&amp;share this page on facebook please ﻿,1
Check out this video on YouTube:﻿,1
Shuffle﻿,0
"mindblowing dance.,.,.superbbb song﻿",0
"katy perry does remind me of a tiger,like as if its her spirit animal :3 &lt;3﻿",0
More views than nikki minaj Anaconda﻿,0
Hey subscribe to me﻿,1
Check out this video on YouTube:﻿,1
Wow;)﻿,0
PARTY ROCK (8) ~﻿,0
It is a shit﻿,0
I remember when everyone was obsessed with Gangnam Style 😗﻿,0
Im just to check how much views it has﻿,0
IIIIIIIIIII LOVE THIS SHAKE IT SONG OH SORRY EVERY SHAKE IT SONG I LIKE WATCH SUBSCRIBE AND NEVER UNLIKE BROOOOO!!!!!!!!!!! SHAKE IT UP﻿,1
"I love this song, it´s for empowering every woman :)  ""you´re gonna hear me roar"" ;)﻿",0
http://ubuntuone.com/40beUutVu2ZKxK4uTgPZ8K﻿,1
los invito a subscribirse a mi canal ﻿,1
Subscribe me and i subscribe you back!!﻿,1
I found out this song now﻿,0
music yeah﻿,0
"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.﻿",0
Check out this video on YouTube:﻿,1
"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿",0
subscribe to my chanell﻿,1
"She kinda let herself go, huh?﻿",0
"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",0
like the songs﻿,0
Please check out my acoustic cover channel :) thanks ﻿,1
Loves it﻿,0
https://twitter.com/GBphotographyGB﻿,1
Check out this video on YouTube:<br />﻿,1
2011- the last year of decent music.﻿,0
Please look at my channel﻿,1
i want to be that robot guy...﻿,0
who is going to reach the billion first : katy or taylor ?﻿,0
"should not have paused the music, this is a clip, not a movie.﻿",0
"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿",0
There is one video on my channel about my brother...﻿,1
BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿,0
Hey guys subscribe to my channel for no reason! Please!..﻿,1
OPPA GANGNAM STYLE!!!﻿,0
"Lol...I dunno how this joke gets a lot of likes, but whatever. xD﻿",0
-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------﻿,1
Subscribe ME!﻿,1
Please help me go here http://www.gofundme.com/littlebrother﻿,1
"She is good. Does she make any more music? If she doesn't, she should!﻿",0
like this comment if ur watching this on 2015 ﻿,1
https://www.facebook.com/teeLaLaLa﻿,1
I love this sooooooooooooong I love katy perry﻿,0
EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!﻿,1
Check out this video on YouTube:﻿,1
this song never get's old &lt;3 ﻿,0
"We are an EDM apparel company dedicated to bringing you music inspired  designs. Our clothing is perfect for any rave or music festival. We have  NEON crop tops, tank tops, t-shirts, v-necks and accessories! follow us on  Facebook or on instagraml for free giveaways news and more!! visit our site  at OnCueApparel﻿",1
2 Billions in 2014,0
I am going to blow my mind﻿,0
LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿,1
You are the music hero😍😎﻿,0
good party﻿,0
Gooooood﻿,0
Like this comment for no reason.﻿,1
PSY is a good guy﻿,0
"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",1
Please check out my vidios﻿,1
imagine if this guy put adsense on with all these views... u could pay ur  morgage﻿,0
Please check out my vidios guys﻿,1
selfie alert﻿,0
"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetz﻿",1
You should check my channel for Funny VIDEOS!!﻿,1
How can this song have 629 million views while there are only 7 million  people in the world?﻿,0
Subscribe to my channel ﻿,1
Very Nice !﻿,0
The most liked video on YouTube...﻿,0
OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿,0
Take a look at this video on YouTube:﻿,1
"The girl in the train who was dancing, her outfit was so fucking sexy, but  the huge turn-off was she lacked eyebrows D:﻿",0
"Youtube comments in a nut shell:<br /><br />.First<br />.301 club<br />.Skip to <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m57s"">3:57</a> and close your eyes<br />.Advertisements<br />.like this comment for no reason<br />.Christianity arguements<br />.Other religious arguements<br />.Console wars<br />.#PCMASTERACE<br />.Trolls<br />.&quot;How is there 1 million views on the this video if theres online 10 people on earth/<br />.Complaints<br />.Pewdiepie fangirls<br />.Minecraft scrubs<br />./r/MontageParodies<br /><br /><br />AND ANY OTHER SHIT!!﻿",1
great l subscribe﻿,1
Incmedia.org where the truth meets you.﻿,1
http://www.twitch.tv/zxlightsoutxz﻿,1
PLEASE SUBSCRIBE ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,1
CHECK OUT MY CHANNEL,1
 are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿,0
I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !﻿,0
Discover a beautiful song of A young Moroccan     http://www.linkbucks.com/AcN2g﻿,1
Mix - PSY - GANGNAM STYLE (강남스타일) M/V: PSY - GANGNAM STYLE (강남스타일) M/V﻿,0
Love this video and the song of course﻿,0
Lol this youtuber (officialpsy) is getting so much money lol﻿,0
C'mon 3 billion views!!!!!!!!﻿,0
http://9gag.com/gag/aAVpwj9/ =)﻿,1
HOW DO YOU PUT A PICTURE FOR YOUR IMAGE THINGIE?!?!﻿,1
Take a break from Katie and help me reach 100 subscribers this month!  New  music and free downloads! ﻿,1
Subscribe to me i subscribe back!!!! Plus i have a nice ass lol﻿,1
The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,0
VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,1
"We get it, you came here for the views... ﻿",0
everyday I&#39;m shufflin﻿,0
HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿,1
With the korean girl more slut and bitch : Hyuna :'33﻿,0
i turned it on mute as soon is i came on i just wanted to check the  views...﻿,0
Best song ever!!!!﻿,0
░░░░░░░/\░░░░░▄▐<br />░░░░░░/     \░░░▄██▄<br />░░░░░/  (o)   \░░░░░▀█▄<br />░░░░/             \░░░░░░▀█▄<br />░░░/__   \   ░▄▄▄▄▄▀▀<br />░░░░▄▄▄██▀▀▀▀<br />░░░█▀▄▄▄█░▀▀       YOU HAVE BEEN SPOOKED BY THE SPOOKINATI<br />░░░▌░▄▄▄▐▌▀▀▀<br />▄░▐░░░▄▄░█░▀▀    SHARE THIS TO 666 PEOPLE TO BE UNSPOOKED <br />▀█▌░░░▄░▀█▀░▀ <br />░░░░░░░▄▄▐▌▄▄<br />░░░░░░░▀███▀█░▄<br />░░░░░░▐▌▀▄▀▄▀▐▄<br />░░░░░░▐▀░░░░░░▐▌<br />░░░░░░█░░░░░░░░█<br />░░░░░▐▌░░░░░░░░░█<br />░░░░░█░░░░░░░░░░▐▌﻿,1
http://psnboss.com/?ref=2tGgp3pV6L this is the song﻿,1
If i reach 100 subscribers i will tazz my self and my friend﻿,1
"2 billion views, only 2 million shares﻿",0
:)﻿,0
Katy Perry can't sing for shit. All i hear it autotune.﻿,0
Check out this video on YouTube:﻿,1
Check out this video on YouTube:it is a old track but it still bad﻿,1
Please help me go to college guys! Thanks from the bottom of my heart.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175﻿,1
Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00﻿,1
Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1
"This is the best, funny and viral video of history (youtube) THE TRUE﻿",0
Check out this playlist on YouTube:﻿,1
Subscribe if you are watching in 2015﻿,1
i&#39;m watching this on summer 2015﻿,0
SUBSCRIBE TO MY CHANNEL﻿,1
I am so awesome and smart!!! Sucscribe to me!﻿,1
"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ﻿",0
Subscribe to me and I'll subscribe back!!!﻿,1
http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1
....subscribe......  ......to my........  .....channel.......﻿,1
2 BILLION!!!﻿,0
Justin bieber = gay ﻿,0
What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )﻿,0
hi everyone this is cool check out sexy and i know it﻿,1
https://www.facebook.com/pages/Nailey-nicool/629410220489046?ref=hl like  mee﻿,1
Hi Guys! check this awesome EDM &amp; House mix :) thanks a lot..  https://soundcloud.com/soundhase/edm-house-mix-2﻿,1
"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",1
https://www.tsu.co/KodysMan plz ^^﻿,1
Check out this video on YouTube:﻿,1
we all love you Katy Perry &lt;3﻿,0
"Please help me give my son a grave.  http://www.gofundme.com/BishopsGraveMarker Or please just share it on your  fb page, I do not have one anymore.﻿",1
"Anyone Who LOVEs music , please go check out my youtube page and tell me  what you think . I just put a video up and will be doing more song. I'm  just trying to get myself started. Any love is much Appreciated ﻿",1
THUMBS UP FOR ROBO GUY BABY﻿,0
i hate this music. fucking singer and every koean chainise ana US sucks me dick.﻿,0
LMFAO IS THE BEST﻿,0
